pbhl
83
58
18
9
1.000000	0.000000
0.986486	0.000000
0.972973	0.000000
0.959459	0.000000
0.945946	0.000000
0.932432	0.000000
0.918919	0.000000
0.905405	0.000000
0.891892	0.000000
0.878378	0.000000
0.864865	0.000000
0.851351	0.000000
0.837838	0.000000
0.824324	0.000000
0.810811	0.000000
0.797297	0.000000
0.783784	0.000000
0.770270	0.000000
0.756757	0.000000
0.743243	0.000000
0.729730	0.000000
0.716216	0.000000
0.702703	0.000000
0.689189	0.000000
0.675676	0.000000
0.662162	0.000000
0.648649	0.000000
0.635135	0.000000
0.621622	0.000000
0.608108	0.000000
0.594595	0.000000
0.581081	0.000000
0.567568	0.000000
0.554054	0.000000
0.540541	0.000000
0.527027	0.000000
0.513514	0.000000
0.500000	0.000000
0.486486	0.000000
0.472973	0.000000
0.459459	0.000000
0.445946	0.000000
0.432432	0.000000
0.418919	0.000000
0.405405	0.000000
0.391892	0.000000
0.378378	0.000000
0.364865	0.000000
0.351351	0.000000
0.337838	0.000000
0.324324	0.000000
0.310811	0.000000
0.297297	0.000000
0.283784	0.000000
0.270270	0.000000
0.256757	0.000000
0.243243	0.000000
0.229730	0.000000
0.216216	0.000000
0.202703	0.000000
0.189189	0.000000
0.175676	0.000000
0.162162	0.000000
0.148649	0.000000
0.135135	0.000000
0.121622	0.000000
0.108108	0.000000
0.094595	0.000000
0.081081	0.000000
0.067568	0.000000
0.054054	0.000000
0.040541	0.000000
0.027027	0.000000
0.013514	0.000000
0.000000	0.000000
0.125000	0.000000
0.250000	0.000000
0.375000	0.000000
0.500000	0.000000
0.625000	0.000000
0.750000	0.000000
0.875000	0.000000
1.000000	0.000000
